pitchfork_id,album,album_id,artist,artist_id
11887,salon des amateurs,6ThX6T0heoaEDjsvyC9CdB,hauschka,6fTuDQJqqMDrrEXSFmgyJt
11888,in love with oblivion,7h6DMObElPWC73Kev3uo6I,crystal stilts,5A4VWEnsa8KsbWfOUDCp6L
11889,mirrorwriting,30MSPzoWz0TzaFY7zx02XD,jamie woon,1fUMEn4Yk7ZUloozE0fRLL
11891,smart flesh,44U342z9yw0ht8AzWzLenk,the low anthem,27aJr79YUyfK5ZrcFxF5u0
11892,do whatever you want all the time,66xZNCqJfNIovk9sCcSC2B,ponytail,3EmuEZD6wal7CmNiHQtyw8
11893,the family sign,38sGtvrGWszl78Ox8p1Qaw,atmosphere,1GAS0rb4L8VTPvizAx2O9J
11893,the family sign,7lNppOD3joynwHoyHZGmZn,atmosphere,1GAS0rb4L8VTPvizAx2O9J
11894,apocalypse,13VVtuvboNAaPFcKsQsjLP,bill callahan,7gqsi6aBSkRMJoL9psKqMr
11895,sucre du sauvage,4BLto4w6oeWek9K4oCkOBJ,quintron,7oYKm5OvA9Z2TZZWCoqMz1
11896,here before,4lX5jBHxx2WYiFfiXCB6Jr,the feelies,4UETUdF77BfyJ7fEFVztr3
11899,nine types of light,0FvrvaVsWQ7kTdGzipW6HV,tv on the radio,3HJIB8sYPyxrFGuwvKXSLR
11901,here we rest,2jJzPAzHCzSJAxrN3jNJmJ,jason isbell and the 400 unit,3Lg3FGwBxOGuefqekQzRUf
11902,euphoric /// heartbreak \\\,53Lybphr3UejWvwIZYagTy,glasvegas,478peoEkoKPsTgRiVzkvPl
11903,share the joy,61qrsiCZ8dnCWavBaKOtK1,vivian girls,0WkO9Px6qQCM7so8lYvaCv
11904,tomboy,1dxMK0PJZ9RyarNPXQQeeP,panda bear,1R84VlXnFFULOsWWV8IrCQ
11906,doggumentary,6Hnr6UcLxnEadWQ70bZqGS,snoop dogg,7hJcb9fa4alzcOq3EaNPoG
11906,doggumentary,5qHAPeYgg6TIBvmO1luaJx,snoop dogg,7hJcb9fa4alzcOq3EaNPoG
11908,raven in the grave,6KRAkJ9X5swI1ACBOye3Uv,the raveonettes,3LTXHU3DhiYzGIgF2PP8Q8
11909,rolling papers,6ZOXiVL8rmk2ATHJiFJhiD,wiz khalifa,137W8MRPWKqSmrBGDBFSop
11909,rolling papers,3Nwx5sIYMrK8hY0HA9At0Q,wiz khalifa,137W8MRPWKqSmrBGDBFSop
11910,human hearts,4yjvTd5qI0plyL4m0NT3j0,maritime,79xu36jzq3a5nU8uubNZr9
11910,human hearts,7AglxsmhNL8EAe8ayPQjEW,maritime,79xu36jzq3a5nU8uubNZr9
11911,idle labor,3IzLouGQA5uY4NfT6zNe3j,craft spells,16lg8y62dC3J6ok1pNAbFJ
11913,illusions of grandeur,5lA6WidX6n8lsPbRxkkcyh,lil b,4bbjivSh1oG4NOc7uYHfw5
11914,street halo,1UTUaGgazW903gGukLzLe5,burial,0uCCBpmg6MrPb1KY2msceF
11915,paranoid cat,4ky9oIR7AE0NGkw9wOVKca,chris forsyth,2WEGGlb0R1izEtTE5YTaTc
11917,alela diane & wild divine,19xwIGENVoraexrpDPk4le,alela diane,2QIHd0B2VIKlmLyoq4lUr7
11919,blood pressures,0PjRCiXdp6TQPXojFRB0AX,the kills,5BYuBzqmTXwUDw2rYkwExr
11920,last of the country gentlemen,5dsRP0crZbpkTX54LRH0Zb,josh t. pearson,0GgNchtU9Fst3uEshZ7mV9
11922,flux outside,5zmV5D5BWbLykrQYWVp6Bu,royal bangs,2D4mOa28iV3EbMHeHaK8xj
11923,michel poiccard,6JGxui5S9EyVrlnzoxb53W,the death set,1e7ePqINXwh9BthP2XQOox
11925,screws get loose,0ByFHxjvaclvG2XI2UGmfV,those darlins,5b0b7NlCvTtcDqG2nz5Mab
11926,hyphenated-man,5ItAqzG7OCQMlJrdr5UuAl,mike watt,1MGR2y3msa1wBK06SSUNaf
11927,moment bends,00aMoufypB57AQHPJMHpUp,architecture in helsinki,60eT7q88iLWKnuSXed1AGr
11927,moment bends,7eTi0snzJNBTPHssfmqAHI,architecture in helsinki,60eT7q88iLWKnuSXed1AGr
11928,badlands,5PV54mAI2Vrlbp1SfjeD6a,dirty beaches,7JRs0G0kHZTBs0Lo7qOjL8
11928,badlands,2vW79BiE5ngvlFe7JMcBAx,dirty beaches,7JRs0G0kHZTBs0Lo7qOjL8
11929,cherish the light years,3tn29g1LKcdGcOJLcegl1k,cold cave,1ssulsHf3JrWakLxa8yFad
11930,mrs. jones' cookies,24dI6lq3WUyZWLkf812CAm,the sandwitches,5wEILNDofg1v2FSoOsFMyC
11931,holy ghost!,3xtRQotGGgB32MRL13N0Eu,holy ghost!,2Vhc7Y0Kc6HzMC6glKM4h6
11932,chopped & screwed,3Mbv2ID7rOApkWH4xHlXr7,micachu and the shapes,"6YIiMThynFkSRr8SCs2ZW8,68kuKZp7yrgzZpoh5m6dWA"
11933,mind bokeh,4VXEMU4mlHvP5Zb8M83wM2,bibio,0qzzGu8qpbXYpzgV52wOFT
11934,belong,7Hif0SCVj3oHys2QsTSWiZ,the pains of being pure at heart,3zmmBJseZelpVEHj8S6Dek
11935,faded days,5eElkS1tSiubCPaVn8JENo,vocabulary,6vDsZ95JpGSJt4jEa0WQvT
11937,quiet storm,0IsxTSL4oVjzK4WCkwPdj3,rafter,6jK3EnGSFLfoMQVnxonnIy
11938,live on i-5,6ZVrKUajkz9SWAW6bneBqZ,soundgarden,5xUf6j4upBrXZPg6AI4MRK
11938,live on i-5,2KsmcqEC1CjWFNYKP2uasN,soundgarden,5xUf6j4upBrXZPg6AI4MRK
11939,meyrin fields ep,74Duvq6GksnldghnjwYRdB,broken bells,6dgwEwnK0YtDfS9XhRwBTG
11941,rio arriba,64YiuDZw5jozMxQHSldAej,chancha via circuito,6E8vZ5lkpXbXlkgHhbVJSl
11942,"moody, standard and poor",24yJ6IHdNXwCM9kFUr4nzD,obits,7nr5WIJhnF5hR77kS98avs
11943,the return of mr. zone 6,2Msm2Z4iEpwG27G6oexwIX,gucci mane,13y7CgLHjMVRMDqxdx0Xdo
11943,the return of mr. zone 6,65lTnHEbhd90LCRpgmUEv9,gucci mane,13y7CgLHjMVRMDqxdx0Xdo
11946,nightingale,7zALAnx9lxBAOvPHb4UOXW,erland & the carnival,60JLFYv4wEqsdgRSs8VGqs
11947,too young to be in love,0PBnBbcUe9KaCmt4x6izYP,hunx and his punx,5xTWck1vHVlTTI0jTQzUuF
11948,on a mission,6KV9kNSuC1mmzrXKx6p6vV,katy b,5EUdiv20t58GCS09VMKk7M
11950,as high as the highest heavens and from the center to the circumference of the earth,4v9dJm09ZeSAG6o7Xr8k0D,true widow,7fS59zKuYPKhYlTGdg2PyM
11954,all eternals deck,3SkG4Alb9sIniRsJiXwlYX,the mountain goats,3hyGGjxu73JuzBa757H6R5
11956,mazes,3mGEzlvacIE6T9ZqJWMCsv,moon duo,4ipKeGoyPCcpEblETS4qLu
11958,who you are,0KZ6yGU4PIjbHe4HtIyJFO,jessie j,2gsggkzM5R49q6jpPvazou
11958,who you are,1pq1AgvvUjIGtynHmoEm4j,jessie j,2gsggkzM5R49q6jpPvazou
11958,who you are,4mcdfCgqeq8xlslkmuawqH,jessie j,2gsggkzM5R49q6jpPvazou
11958,who you are,5bsdrVn1GReyHWRquzUiGh,jessie j,2gsggkzM5R49q6jpPvazou
11958,who you are,1WMpQnpk9KyyXxORYWjvnw,jessie j,2gsggkzM5R49q6jpPvazou
11958,who you are,1HB1ELEpr3i3r2owEkgfQs,jessie j,2gsggkzM5R49q6jpPvazou
11959,gimme some,2SrSvVDVASfEPqXnnHAciS,peter bjorn and john,6u11Qbko2N2hP4lTBYjX86
11960,imperfiction,0jduFLrhdG0KDrsHuzBirs,ed askew,6dkNBFTQ8DdQpfYxmi3kIB
11961,defaults,5BBczOsLfIZv7uUnjt8QrL,hard mix,16VGnqXIwxBGxmeShTvFKE
11962,you stand uncertain,4RAYGIbYUHeSVVjdziCmNd,faltydl,1qykxtFM9KoTti5y3xV1uk
11964,queen,5SSpz2RyyEhLt5FDymT4Ph,queen,1dfeR4HaWDbWqFHLkxsg1d
11966,936,2O31QvXJigxJFxZU5xsoUB,peaking lights,54ECAJjvSyZGTWUgyt5tqc
11967,regifted light,2xdSUrvdfDyPjWre5GiBLU,baby dee,7a0uIGRpVgx526bm5iCWTB
11968,starting from nowhere,3IZqTBH7LOeMDPeG8GDTxR,heidecker & wood,25SlG7DRm6S8rHgZTLOZxx
11970,golden trees,2LaxHmPOdv4AdbV4W48L5q,metal mountains,1TXHrO95dfoSAoaTnmxvX4
11973,common era,5eLecfBYVgIQqlJtXBHJgy,belong,3c5PAcbkeFrbWUp42FaBkW
11975,crack my bones,0AEDGWBnOgIiAUp1zog9Kx,the shoes,6buUuVTdxxAe5ODJtKZ4hP
11976,tan bajo,02iVId0IMuAyc0dm6ZUkox,davila 666,0PQK6BLKbviconz1bx1rlH
11977,dress like your idols,79yBCaEEAbF1qVuIicbg5I,boat,7M3a7BPGoWXciQUx5kfz3e
11979,angles,6Jx4cGhWHewTcfKDJKguBQ,the strokes,0epOFNiUfyON9EYx7Tpr6V
11980,boys and diamonds,32CBZ1Z8eowZSBkuJxJHbw,rainbow arabia,2rJbuvZuKcS6UkEt4Q8AzI
11981,horizontal structures,2Uql1cWWLIFOY7MbagvIYe,moritz von oswald trio,2yRfLXpz7uqOPvmpMdBqL2
11982,helioscope,6R2Q41iEhNgZVKljfSsMdO,vessels,6Y1nACvxtuuTjKx2b4Rwmb
11983,bridge over troubled water,0JwHz5SSvpYWuuCNbtYZoV,simon & garfunkel,70cRZdQywnSFp9pnc2WTCE
11984,build a rocket boys!,2EGjzBmR1AUOcCn70EpzF4,elbow,0TJB3EE2efClsYIDQ8V2Jk
11984,build a rocket boys!,1q85ceTiy2nGvwFOmP2CvA,elbow,0TJB3EE2efClsYIDQ8V2Jk
11986,dolphins,5yFHZNxqeBrWup9Hr4Lt7A,mi ami,0ESDdrwfAvy5AfTSTksBEH
11987,lesser known,6YMdHZEzTW4eqWnkHlUBYR,adventure,7m3BeRum91Mz9nHqoKj0qS
11988,mosaik,5joNe9uuYWY9GjJlpASff2,siriusmo,22680B8sUdq6bL6nQaJfwg
11989,several shades of why,5RJfLmCq9r4HKa0jKlTfra,j mascis,1PokjXeIq2zVosXbTEaNlx
11990,one nation,4U1U4bqxzWp4pfN2ajknUR,hype williams,3SMaI6j8ObewCWPQFwfvui
11992,blessed,1YtZkky4Jw4GigHOFue6u0,lucinda williams,60ht0hWRy1yjUDfNsLuHuP
11993,ii,5o83c2xtEDEcXFrGNbd6CS,the psychic paramount,67ghwb8I2NMFCW8Z8ZAFVO
11994,lasers,1j0apvEvaWbTmlZpKsfr2D,lupe fiasco,01QTIT5P1pFP3QnnFSdsJf
11994,lasers,4Um8wMKUXteqtUlFelOHrg,lupe fiasco,01QTIT5P1pFP3QnnFSdsJf
11995,summer echoes,0HkWjZOazGLX4TKDdr5yF6,sin fang,7xsi0kBJ58yWMu4WXFYPHU
11997,a dream a while back,5dvtTLFDaGHpC4io6jdnL1,gary higgins,3Zh5GA4azxleXLNX7AMdWX
11999,shaolin vs. wu-tang,7y9thaBm7wBPzsvcAWyWbH,raekwon,2yQf6b8hxahZaT5dHlWaB1
11999,shaolin vs. wu-tang,0EBuHcZx8qwDxB5FqVkc5p,raekwon,2yQf6b8hxahZaT5dHlWaB1
11999,shaolin vs. wu-tang,5k5bKWDMo5XZUfDerPUEm1,raekwon,2yQf6b8hxahZaT5dHlWaB1
12000,electric endicott,4RJfMVXg2rezTpORvSHMdx,gary wilson,4XEGQf1EWRZB4xBmIYqEA0
12001,dead reckoning,38R5p6tybS8keOwe1hq2qT,the builders and the butchers,3fwCB7lIrdjKWiFN4vz99j
12002,last night on earth,2BAYuyT9kP620VgwpowIQK,noah and the whale,0aeLcja6hKzb7Uz2ou7ulP
12004,no color,38Jw4zTsKP6PEjC7ZdHS84,the dodos,10tysauSA5JATqniBDu2Ed
12004,no color,5Y2HXl3gil0V7RZRoxLjCU,the dodos,10tysauSA5JATqniBDu2Ed
12005,build with erosion,18Y1kNr0uDbGEGxpoNFzu8,the berg sans nipple,0lCXi03R7H442KfwuAq3hm
12006,riot now!,5CmF89f7ZqZOj6Zu5ZMwQR,eleventh dream day,3q6NWJJpclIcRNP7AQwMWq
12007,the big roar,2R45MnKwqMVAuqQ6UvNwet,the joy formidable,4LdZNE5MHGqvc0N9ivXNF3
12008,civilian,2nPcgCU0oLOBRnag0zmUIS,wye oak,5SjNVG3L9mgWQPsfp1sFDB
12009,island brothers,0cECzCpidVZi5gyBZXhMBB,"bonnie ""prince"" billy||the cairo gang","2zAvisjImPICTNsRgagqlV,7cDnvtUp5opTIxBQtWy45G"
12010,in tension ep,3gPv4hy76ja1nYl01zXxHm,light asylum,2y98d6N81pArQNXYvkupr8
12011,telling the truth,4TihAd0WmDe4AfVWLXjneP,willie wright,3dH7ZRgXMUUsJrhHeDPftx
12012,100 lovers,4l3IxlNPRmI4kFFa537o2Y,devotchka,0hk8VgR64voU5ueK96W2DI
12017,cervantine,2ofOINjxmtnFSAI8ouBD7H,a hawk and a hacksaw,6ErV6lPlwldDFGzb26sKua
12018,asleep on the floodplain,02jzaDHIp2dfGaB04habJ1,six organs of admittance,5jX8L7D6vWHYlNj9k361vI
12019,collapse into now,2QfGdHHkWY0zBlwnMtoj9H,r.e.m.,4KWTAlx2RvbpseOGMEmROg
12020,the invisible insurrection,3hHHEQfQfLGsBE6UUGFjwH,desolate,0fnGju3kuB27YCfEUbWLC8
12021,what a pleasure ep,0GoB6FfuGRDlzSjSqEPFft,beach fossils,1bwUhKRmEkOZ1wuTnV9XjC
12023,constant future,4FWcuoAz5ogytYrSC6qvd0,parts & labor,1GBLRB4wLAQH8hq8Eu28uR
12025,the color,6bMck7MPvXDFNyy5Srul8w,yellowbirds,7jhLDZmwCt286VkegUD67F
12028,slaughterhouse ep,2dWFHnsWbpkIvF5Dkw1moY,slaughterhouse,5rVbcJv0JRfhWLA3mgM73r
12028,slaughterhouse ep,6cAtryENFoUVGcteOszpZU,slaughterhouse,5rVbcJv0JRfhWLA3mgM73r
