pitchfork_id,artist_name,popularity,artist_id,followers,genres
0,Adrian Younge,53,4aMeIY7MkJoZg7O91cmDDd,31430,african-american classical|indie jazz
2,Eve Adams,18,1VX1sRrfeZCz2lpefE8gFo,538,
3,Drakeo the Ruler,69,0p4ViyfJUTW0IT4SCBLexf,161226,cali rap
5,Sam Gendel,50,3luuQQRuSBuDNnrkYvatnk,16453,fourth world|indie jazz|indie soul
6,Altin Gün,57,37PL04N8kBWWW69jdrMMWT,135966,dutch indie|turkish psych
7,King Gizzard & The Lizard Wizard,68,6XYvaoDGE0VmRt83Jss9Sn,647390,australian indie|australian psych|double drumming|neo-psychedelic
9,JIMMY EDGAR,42,3qIRQKST5KCIIKWgmPTY2M,23449,bass music|deconstructed club|escape room|hyperpop|wonky
10,Roosevelt,64,4AQrqVz6BYwy29iMxcGtx7,176740,alternative dance|chillwave|indie emo|indie poptimism|indie soul|nu disco|shiver pop|vapor soul
11,Nick Cave,57,1RM5gp0RFfjpJhCYFPB30p,289131,art pop|art rock|melancholia
11,Warren Ellis,56,0A8tch4LePxVn1Cn60wGXu,24416,oceania soundtrack
12,Cloud Nothings,48,6rnbB5fuUuCSsspvFsxIpT,143852,alternative rock|bubblegrunge|chillwave|cleveland indie|dance-punk|freak folk|garage psych|indie punk|indie rock|lo-fi|modern rock|noise pop|nu gaze|popgaze
13,Mia Doi Todd,38,1r3efMZ0kcejkPKP8oQZzv,11412,
14,Kìzis,14,5C6iuXnmvXK7NC6MtRbSpP,277,
15,Mouse On Mars,36,4ZgIWfyg9BkcqnJJ2xVR3f,32701,deep idm|drill and bass|dusseldorf electronic|dusseldorf indie|german electronica|indie electronica|intelligent dance music|microhouse|minimal techno|ninja|trip hop
16,Blanck Mass,39,73LvjicByRK5LazcQYZMAY,40940,abstractro|art pop|chamber psych|drone|fluxwork|hauntology|mandible|uk experimental electronic
17,Danny L Harle,51,1PNvaesh1mkKZucGhBuqgD,38926,art pop|deconstructed club|electropop|escape room|glitchcore|hyperpop
18,Rx Papi,37,56gMovAlFdnmrDk2BcfUlJ,1847,
19,Genesis,73,3CkvROUTQ6nRi9yQOcsB50,2315939,album rock|art rock|classic rock|mellow gold|progressive rock|rock|soft rock|symphonic rock
21,Julien Baker,64,12zbUHbPHL5DGuJtiUfsip,249560,ambient folk|art pop|indie folk|indie pop|indie rock
22,Madison Beer,81,2kRfqPViCqYdSGhYSM9R0Q,2979445,alt z|dance pop|electropop|pop|post-teen pop
23,Kas,29,7bArH2rfy7OiQFPEld3OWQ,203,
24,The Muckers,25,19yF7aXJdu5R9rwOAxgQZA,1673,persian rock
25,Indigo Sparke,39,3KlPjpVKfm6vESPL46NDCh,6425,art pop|chamber pop|freak folk|indie folk
26,Smerz,44,1f8PlfSHEW6fHnILSzm8dI,34338,art pop|deconstructed club|escape room|experimental pop|hyperpop
27,Lil Zay Osama,56,7rkcFChEJ9tCLcVevtu0Nt,90253,chicago rap
28,For Your Health,28,05WgLjPQXUFOyh6mlBAHs2,3435,emoviolence|mathcore|skramz
29,The Hold Steady,49,3qkZBMz5JgmRN9u5wwhRC6,66093,alternative country|alternative rock|anti-folk|freak folk|heartland rock|indie folk|indie rock|power pop|roots rock|stomp and holler
30,Ol' Burger Beats,48,4rDDy4hN7Tbrv0ntOvVKPz,15139,chillhop|jazz boom bap
30,Vuyo,39,6pWOGQubsgAiEZmzioIyDi,705,
32,Kinlaw,18,00lmjM2SCns1fVHOC9deVk,571,
33,Chris Crack,41,3wws8s15DuuQWiG2xct414,10879,alternative hip hop|boom bap|indie hip hop|underground hip hop
34,Mr Eazi,72,4TAoP0f9OuWZUesao43xUW,384611,afro dancehall|afropop|ghanaian hip hop|nigerian pop|swedish dancehall
35,Dax Pierson,15,0j3zZm37wc4J9nwC2oxb8g,453,
36,"nothing,nowhere.",68,7FngGIEGgN3Iwauw1MvO4P,324035,emo rap|pop rap|sad rap
37,Wild Pink,43,2BS3fywRW33o5GygfzZaOZ,9051,art pop|bubblegrunge|freak folk|garage psych|indie rock
38,Mogwai,60,34UhPkLbtFKRq3nmfFgejG,470479,british post-rock|chamber psych|cosmic post-rock|post-rock
40,Blessed,16,0IE68xHQxczOqBXTnB1cGD,2118,vancouver indie
41,Katy Perry,88,6jJ0s89eD6GaHleKKya26X,18208927,dance pop|pop|post-teen pop
42,Femi Kuti,43,6kgrtA0dlnVpWB6zjpXrRb,42516,afrobeat|afropop|world
42,Made Kuti,27,1ZeiiasZFdLdliVe0TJI7b,1780,alte
43,Cassandra Jenkins,47,1WVGbBnzZ5WLZ2PfesIHik,10059,art pop|chamber pop|chamber psych|freak folk|indie folk|indie rock
44,SG Lewis,73,0GG2cWaonE4JPrjcCCQ1EG,249468,alternative r&b|indie soul|uk dance|vapor soul
45,Adeline Hotel,21,3BOfygYBFwHTBFyCbsQVMv,676,
46,Pauline Anna Strom,36,1N5oRpOIshVJwICjXqkHPW,6728,ambient|art pop|electra|fourth world
48,Headie One,75,6UCQYrcJ6wab6gnQ89OJFh,302800,uk hip hop
49,Big Ghost Ltd,48,2ImVXJxagzYSK38S6qGBJ5,9831,alternative hip hop|boom bap|buffalo hip hop|underground hip hop
49,Conway the Machine,66,67gqUXxHedeUGDTxwBzdjS,123501,alternative hip hop|boom bap|buffalo hip hop|hardcore hip hop|hip hop|southern hip hop|underground hip hop|upstate ny rap
50,Pale Waves,59,0wOej91SVqB1zcYkW6xUtA,255645,electropop|indie pop|manchester indie|metropopolis|modern alternative rock|modern rock|rock
51,maassai,25,6Cjn6Iu1NYSu1QsRzjSJTV,1739,experimental hip hop
52,John Carpenter,53,0hxQtmgWiPtEsDPeIuKxXq,88506,classic soundtrack|horror synth|soundtrack
53,Clap Your Hands Say Yeah,52,1jSaZgaKHmgc7VTgML528r,145703,alternative dance|alternative rock|anti-folk|art pop|brooklyn indie|dance-punk|freak folk|indie pop|indie rock|modern rock|new rave|philly indie|stomp and holler
54,Jane Birkin,55,4XYH5Be5pn1qkxhfaID3J5,94539,chanson|french pop
55,slowthai,71,3r1XkJ7vCs8kHBSzGvPLdP,360598,hip hop|rap|uk hip hop|underground hip hop
56,Archie Shepp,44,7C2DSqaNkh0w77O5Jz1FKh,34148,avant-garde jazz|contemporary jazz|cool jazz|free improvisation|free jazz|hard bop|jazz|jazz funk|jazz saxophone
56,Jason Moran,38,7g3iwvP459BN53F7CDxemI,13985,contemporary jazz|jazz|jazz piano|modern jazz piano
57,Django Django,55,2ARO60gI5do88ho6azmzab,225898,alternative dance|chamber psych|dance-punk|electronic rock|electronica|indie rock|modern rock|new rave|shimmer pop
61,Virginia Wing,34,26YMx1oNjSN1c0qZHLyZ2k,5572,art pop|chamber psych|experimental pop|freak folk|garage psych
62,Octo Octa,45,2GH8Mzo3Ur1AdOnGUUpt17,36769,art pop|bass music|electronica|escape room|float house|future garage|microhouse|outsider house|transpop
63,Editrix,16,114Z5iDTpNa5tbPNSUMCre,648,
64,Mush,13,2f5uymtkTSIyanPXK0YFmX,37,
65,Hayley Williams,72,6Rx1JKzBrSzoKQtmbVmBnM,398749,
66,Babyface Ray,62,3zZ88AwlTwfCJkowsFCvLA,41212,cali rap|detroit trap|vapor trap
67,Tele Novella,26,3yxZJMBn5A2OMEGO7Tvg72,3723,austindie
68,Maluma,92,1r4hJ1h58CWwUQe3MxPuau,25458270,latin|reggaeton|reggaeton colombiano
69,Pooh Shiesty,82,5F1aAS1duwlzExnPs3l2Xe,291083,memphis hip hop|rap|southern hip hop|tennessee hip hop|trap
70,Black Coffee,67,6wMr4zKPrrR0UVz08WtUWc,626121,deep house|south african house|south african pop dance
71,Ryley Walker,46,7xwppARWdjgnJSKLhbGzFc,30692,chamber psych|freak folk|indie folk|neo-psychedelic
71,Kikagaku Moyo,51,0hrb5WRiNlj8vh3WnCgXFq,154052,freak folk|instrumental stoner rock|japanese psychedelic|japanese psychedelic rock|neo-psychedelic
72,Chuck Johnson,33,5lRVe4YjX70hurTNtjek0f,5047,american primitive|drone folk|fourth world|freak folk|pop ambient
73,"Black Country, New Road",51,3PP6ghmOlDl2jaKaH0avUN,53775,art pop|chamber psych|escape room|freak folk|indie rock|london indie|modern alternative rock|modern rock|uk post-punk revival
74,Sarah Mary Chadwick,27,1UDmSmzxcGZxP3IYpafgpn,4577,melbourne indie
77,Foo Fighters,82,7jy3rLJdDQY21OgRLCZ9sD,8731001,alternative metal|alternative rock|modern rock|permanent wave|post-grunge|rock
78,Nancy Sinatra,68,3IZrrNonYELubLPJmqOci2,303008,brill building pop|folk rock|vocal jazz
80,Sylvester,55,5TGTpu4g8siFOIctZuQO7y,116190,disco|hi-nrg|post-disco
81,The Staves,61,5G49Sq5mMzAkGL4ZP6eVPY,181760,chamber pop|indie folk|indie pop|new americana|stomp and holler|uk americana
82,The Weather Station,56,39ZEMGRv3pIYTYKEhr4Abu,39177,art pop|chamber pop|chamber psych|freak folk|indie folk|indie pop|indie rock|modern folk rock|new americana
83,Ryan Sambol,22,1nZXSOukqDaMYnAKVuMiCo,957,garage psych
84,Sun June,44,0UIQXpn5oXhmpgbUDFzaLb,6483,austin americana|bubblegrunge|chamber pop|chamber psych|garage psych|indie folk
85,Yu Su,39,69zPIMRgsZieOHFtHtvnj0,9729,art pop|canadian electronic|electronica|float house|fourth world|microhouse
86,Tha God Fahim,45,0qLTeI81hEhEK1PK3WOf77,16952,alternative hip hop|boom bap|underground hip hop
86,Your Old Droog,47,20dRvQDfCTLJU0pgq13ZYp,42448,alternative hip hop|boom bap|underground hip hop
87,Cristian Vogel,21,0eNVBq4ee0qY2FCY3oSorx,4038,danish experimental|danish techno|minimal techno|techno
88,Florian T M Zeisig,18,6ufIfvoo0cRpP8v0XAG6dv,414,
92,TV Priest,36,61ujMGJVHgF9LPrIZw4MaI,5765,chamber psych|garage psych|modern alternative rock|modern rock|uk post-punk revival
93,Gacha Bakradze,30,6dZmlzI1H5SGdkQ8dWRY76,4309,ambient house|georgian electronic
94,Madlib,73,5LhTec3c7dcqBvpLRWbMcf,303395,alternative hip hop|escape room|hip hop|psychedelic hip hop
95,CARM,36,3596asOGwi58IfCICpBbQZ,2637,
96,Portrayal of Guilt,37,1Uwe1MbiKnPHAFh3qMWuNp,16161,chaotic hardcore|post-doom metal|screamo|skramz
97,A Winged Victory for the Sullen,49,13CMfEeq8AC6ryGOPODqE1,53889,ambient|art pop|chamber psych|compositional ambient|drift|drone|electronica|neo-classical|post-rock
98,Weezer,79,3jOstUTkEu2JkjvRdBA5Gu,2313305,alternative rock|modern power pop|modern rock|permanent wave|pop rock|rock
99,The Notwist,48,1o4xLcugkCtDDOw7POAMha,73478,german indie|indietronica
100,Arlo Parks,70,4kIwETcbpuFgRukE8o7Opx,305416,indie soul|uk contemporary r&b
103,Nermin Niazi,18,2f0Na0bu9XDoSqZ9ypr7oa,365,
104,Goat Girl,49,1ukEEwzjucRtFTxiw2DrDZ,47719,art pop|chamber psych|garage psych|modern alternative rock
105,Anuel AA,92,2R21vXR83lH98kGeO99Y66,17346192,latin|reggaeton|reggaeton flow|trap boricua|trap latino
105,Ozuna,94,1i8SpTcr7yvPOmcqrbnVXY,28089287,latin|puerto rican pop|reggaeton|trap latino
106,Midnight Sister,44,79CshY6jZ3VzduOOSCRhm4,11007,chamber psych
108,Yasmin Williams,41,4j8CsPzssbM8TCjSvgnmSs,8118,experimental guitar|indie folk
109,Lande Hekt,26,3RU6wsoh0bm0gZFHJiYRmq,2256,bubblegrunge|indie punk
110,YN Jay,65,3gIWD9hK0VEhgsSrLu19PU,42669,flint hip hop|viral rap
111,th1rt3en,35,4nq7xzpTFjnWhu14U73Fcw,3799,alternative hip hop|boom bap
111,Pharoahe Monch,58,5DKuVtlpDH0agZQUFDy8O7,174411,alternative hip hop|conscious hip hop|east coast hip hop|hardcore hip hop|hip hop|queens hip hop|turntablism
112,Peewee Longway,59,0xTcxl35DKXUeYRWqY10w6,394385,atl hip hop|atl trap|deep southern trap|gangster rap|rap|southern hip hop|trap|vapor trap
112,Cassius Jay,47,1d0f2TQJF6CgmJ9o52kH4x,3695,
113,Steve Earle,64,2UBTfUoLI07iRqGeUrwhZh,208291,alternative country|country rock|folk|folk rock|heartland rock|indie folk|mellow gold|new americana|outlaw country|roots rock|singer-songwriter|texas country
114,Elori Saxl,28,6ToGjPfiUS10Zds9xirvm0,1404,experimental classical|fourth world
115,Pom Poko,38,4RkC3KmYWnr6PM1FM5Shwz,13139,chamber psych|norwegian contemporary jazz|trondheim indie
116,Palberta,27,3P9RPqVK0w0CN5SqlQ6j0f,6014,art punk|bubblegrunge|garage psych
117,Carmen Villain,26,4Ps6q34DtWOueT2tJtwE5l,3047,experimental electronic|fourth world
118,Nyck Caution,59,1ZyUXvaBXUsIZ3JD6jYGkt,67612,indie hip hop|underground hip hop
119,Trees,28,1GnREbi8RRTdrtoDIs98EN,5584,british folk|folk rock|psychedelic folk
120,Rhye,69,2AcUPzkVWo81vumdzeLLRN,522596,downtempo|indie soul|indietronica|shimmer pop
121,Mason Lindahl,32,1JHWVGXM8J7dAaLZpCqFcP,1191,drone folk|experimental guitar
123,Iris DeMent,54,3NPZs8XgXtaWslUcnIw6rY,53245,alternative country|arkansas country|country rock|folk|folk rock|lilith|roots rock|singer-songwriter
124,The KLF,50,6dYrdRlNZSKaVxYg5IrvCH,58426,acid house|ambient house|big beat
125,Kiwi jr.,40,4CMdLKWNEoNSLpaJ6QMWYy,7740,bubblegrunge|chamber psych|freak folk|garage psych|indie rock|modern rock
126,Bicep,68,73A3bLnfnz5BoQjb4gNCga,277669,ambient house|electronica
128,Kasper Marott,27,5LE74dLXX7vQIyPK4gkv8X,3218,danish electronic|danish techno|experimental techno
129,Buck Meek,51,4mYY0UqYdvgdz60psupYBR,14356,alternative country|art pop|chamber pop|freak folk|indie folk|indie pop|indie rock|new americana|small room|stomp and holler
131,Ashnikko,82,3PyJHH2wyfQK3WZrk9rpmP,1016927,alt z|electropop|escape room|pop
132,ZAYN,84,5ZsFI1h6hIdQRw2ti0hz81,15691928,dance pop|pop|post-teen pop|uk pop
133,Danielle Durack,30,6GW3s0BFKxz18pDxGXPQnG,1910,bubblegrunge|phoenix indie
134,Nancy,34,6HN4w8eC0IVDYprG41CKh9,2106,
136,Patricia Brennan,23,4Q7mKhsHlU8ku3jEL0oVee,905,experimental percussion
137,Thin Lizzy,68,6biWAmrHyiMkX49LkycGqQ,874829,album rock|art rock|blues rock|classic rock|hard rock|irish rock|metal|rock
139,shame,52,4IeWU3NYBI9mISFVhzXG8f,98701,chamber psych|garage psych|indie rock|modern alternative rock|modern rock
140,Tony Shhnow,46,6w1PsA3Lux2vlfaymj66w8,7367,vapor trap
141,Four Tet,66,7Eu1txygG6nJttLHbZdQOh,528153,alternative dance|electronica|folktronica|intelligent dance music|new rave
142,Morgan Wallen,88,4oUHIQIBe0LHzYfvXNW4QM,1776626,contemporary country
143,Jazmine Sullivan,72,7gSjFKpVmDgC2MMsnN8CYq,1341559,alternative r&b|dance pop|hip pop|neo soul|pop|pop r&b|r&b|urban contemporary
144,Heather Trost,14,7rAxGyWTTI799jQ63IMEer,987,experimental folk
145,Viagra Boys,56,2nAKP6etu8wXNnezKXgqgg,97526,modern rock|stockholm indie
146,Mourn,27,6DV3jpGMhaFp3YJxpawB8K,15647,spanish post-punk
147,Navy Blue,55,5qRbfEf4Ooo19aRXKQzvUV,19477,alternative hip hop|jazz rap
148,Kelly Moran,42,1SFqXNEGetmMW6VPZseNqy,15649,ambient|art pop|deconstructed club|drone|electra|experimental classical|fourth world|mandible|new isolationism|prepared piano
148,Prurient,27,00NwpiTtYKYzE6yEhSbFIk,16698,industrial noise|power electronics
151,Mica Levi,42,29LOCR81IrdEJjCAeCEOU3,25777,art pop|british soundtrack|soundtrack
152,Father,52,10AY17ALos2o3akPqrPydw,100681,underground hip hop|vapor trap
153,Channel Tres,67,4cUkGQyhLFqKHBtL58HYVp,147757,escape room|indie soul|la pop
154,Kacy & Clayton,45,7oJ1EabmX7ejrie3NBzn0p,13824,alternative country|canadian americana|indie folk|new americana|nz indie|saskatchewan indie
154,Marlon Williams,51,5ENM4Vw9brkpcN51HtC8ga,75831,nz folk|nz pop|nz singer-songwriter
155,Moor Mother,40,4kANxfLenUobb7t5fHSrgA,19848,afrofuturism|alternative hip hop|art pop|escape room|experimental hip hop|industrial hip hop
155,billy woods,48,39vtb2iiz3079nqfL5nfFc,40665,alternative hip hop|escape room
156,Baldi/Gerycz Duo,1,3W5JSivrknDg2W86ByUpdk,168,
157,Playboi Carti,86,699OTQXzgjhIYAHMy9RyPD,4664490,atl hip hop|rap|trap
159,Boldy James,56,4fpwOzxFRMVGfd197dKIdY,46136,alternative hip hop|boom bap|escape room|hip hop|underground hip hop
159,Real Bad Man,37,1AmknJ29fbA6ahZXxFCNLE,1549,boom bap
160,I Love Your Lifestyle,27,2gHsHeJxm4bTuS94fKQgB5,6016,alternative emo|bubblegrunge|diy emo|midwest emo|swedish emo
161,Nathan Salsburg,35,2d4DsLfaKstHsimzDw0LyM,5044,american primitive|drone folk|freak folk|indie folk|kentucky roots
162,Joan Of Arc,25,6U9PwS3WsiKBVewf7wtwIZ,15414,chicago indie|emo|emo punk|experimental indie rock|post-hardcore
164,Winston C.W.,4,0KRAO9oZwmBKxMRDaGP4vR,243,
165,Jahari Massamba Unit,31,0wQu6RGpwgoD20qNxb4vwj,2692,alternative hip hop|indie jazz
165,Madlib,73,5LhTec3c7dcqBvpLRWbMcf,303395,alternative hip hop|escape room|hip hop|psychedelic hip hop
165,Karriem Riggins,48,6e7BQ0gM6o8ecMXRZkXxlZ,31860,alternative hip hop|indie jazz|wonky
166,Roberta Flack,67,0W498bDDNlJIrYMKXdpLHA,669053,adult standards|classic soul|disco|funk|mellow gold|motown|quiet storm|soft rock|soul|vocal jazz
167,SAULT,63,1uRxRKC7d9zwYGSRflTKDR,146021,funk|indie soul|pop soul
168,Paul McCartney,76,4STHEaNw4mPZ2tzheohgXB,3498685,album rock|art rock|beatlesque|classic rock|folk rock|mellow gold|rock|soft rock
170,Drive-By Truckers,57,1rXr1ZnvbRoYBaedIl9v4v,157669,alternative country|country rock|deep new americana|folk|heartland rock|new americana|roots rock|southern rock|stomp and holler
171,U2,83,51Blml2LZPmy7TTiAg47vQ,8252378,irish rock|permanent wave|rock
172,The Postal Service,59,5yV1qdnmxyIYiSFB02wpDj,466248,indie pop|indie rock|indietronica|modern rock|seattle indie
173,Godcaster,11,0Vk7eJGOn9jys3qDnSPzaZ,1508,experimental indie
174,Kamaiyah,60,3XVpDdKav6C6zwlDXPhMEO,133034,cali rap|oakland hip hop|west coast trap
175,Nonlocal Forecast,12,1JvblrIAAeV5crgNp51W5q,1148,experimental electronic
176,Belle & Sebastian,61,4I2BJf80C0skQpp1sQmA0h,519894,alternative rock|anti-folk|baroque pop|chamber pop|freak folk|indie folk|indie pop|indie rock|melancholia|scottish indie|scottish rock|twee pop
177,YUNGBLUD,81,6Ad91Jof8Niiw0lGLLi3NW,1723394,british indie rock|modern rock|pop|rock
178,Kid Cudi,87,0fA0VVWsXO9YnASrzqfmYu,4804117,hip hop|ohio hip hop|rap
180,Taylor Swift,98,06HL4z0CvFAxyc27GXpf02,39536779,pop|post-teen pop
181,Ghostemane,78,3uL4UpqShC4p2x1dJutoRW,1911751,dark trap|florida rap|underground hip hop
182,The Avalanches,67,3C8RpaI3Go0yFF9whvKoED,384316,alternative dance|australian alternative rock|australian dance|collage pop|electronica|new rave|psychedelic hip hop
184,Gil Scott-Heron,59,0kEfub5RzlZOB2zGomqVSU,230427,conscious hip hop|funk|jazz funk|political hip hop|slam poetry|soul
185,Nilüfer Yanya,54,09kXLeOXRyfNQMXRaDO4qA,95543,art pop|uk alternative pop
186,M. Ward,56,6nXSnNEdLuKTzAQozRtqiI,184299,alternative country|anti-folk|chamber pop|freak folk|indie folk|indie pop|new americana|portland indie|stomp and holler
187,Xyla,29,7CmkZcKpESltjho1LZJgnb,1322,
188,Sinai Vessel,25,5xNgzkAJDvyuU84bkv2e2V,4657,alternative emo|bubblegrunge|lo-fi emo|midwest emo
189,Arctic Monkeys,88,7Ln80lUS6He07XvHI8qqHH,11684407,garage rock|modern rock|permanent wave|rock|sheffield indie
190,Liturgy,34,5PIuMlRY9PSLUSFzs6lQu1,30204,drone|experimental black metal|nyc metal|post-doom metal|technical black metal|usbm
191,Baby Smoove,58,15oLsNy8mZYaIukh4eDhXy,37295,cali rap|detroit trap|scam rap|vapor trap
192,Rico Nasty,73,2OaHYHb2XcFPvqL3VsyPzU,722033,dance pop|dmv rap|escape room|pop|pop rap|trap queen
193,Shawn Mendes,89,7n2wHs1TKAczGzO7Dd2rGr,32762563,canadian pop|dance pop|pop|post-teen pop|viral pop
195,Bad Bunny,98,4q3ewBCX7sLwd24euuV69X,33017881,latin|reggaeton|trap latino
197,Juicy J,79,5gCRApTajqwbnHHPbr2Fpi,2529425,crunk|dirty south rap|gangster rap|hip hop|memphis hip hop|pop rap|rap|southern hip hop|trap
198,Undeath,30,1vbr39xw4sKFUOiogA0DWN,7939,cavernous death metal|western ny metal
200,Dezron Douglas,35,3HtyiTNRFO5HOPU5Cj3at7,1426,indie jazz|jazz double bass
200,Brandee Younger,35,1DT11FntvMnaU47ZZWlTpB,3541,experimental jazz|jazz harp
201,Jordan Reyes,4,2LW5rKkSmhtHLsvNXAtN9s,221,experimental folk
202,Lee Paradise,13,1dH61VepOdvN1Bx5BIukUC,662,
203,The Pharcyde,64,7yk35uHNQclPXFGFoTU44w,477650,alternative hip hop|hardcore hip hop|hip hop|jazz rap|rap|west coast rap
204,BTS,96,3Nrfpe0tUJi4K4DXYWgMUX,32524095,k-pop|k-pop boy group
205,Nils Frahm,67,5gqhueRUZEa7VDnQt4HODp,486991,compositional ambient|electronica|neo-classical|neoclassical darkwave
206,Aya Nakamura,79,7IlRNXHjoOCgEAWN5qYksg,2726805,basshall|francoton
207,William Tyler,44,3iexGtoBAyCUbxOKeru5py,28431,alternative country|american primitive|drone folk|freak folk|indie folk|neo-psychedelic|tennessee experimental
208,Sharon Jones & The Dap-Kings,60,6LufpoVlIYKQCu9Gjpk8B7,221032,classic soul|funk|neo soul|retro soul|soul|southern soul
210,Mamalarky,24,2AWfnWrfFVhRPVX4JN9a6g,3643,
211,Spillage Village,61,7izarc0fRIPbdZ8cVyChRf,149480,hip hop|rap|underground hip hop
211,JID,76,6U3ybJ9UHNKEdsH7ktGBZ7,661542,hip hop|rap|underground hip hop
211,EARTHGANG,73,5MbNzCW3qokGyoo9giHA3V,578746,atl hip hop|hip hop|psychedelic hip hop|rap|underground hip hop
212,Miley Cyrus,90,5YGY8feqx7naU7z4HrwZM6,15026963,dance pop|pop|post-teen pop
213,Luke Abbott,37,3rVAnydRNnaQr24T3reJZg,18745,abstract idm|electronica|microhouse|minimal techno
214,Flora Yin-Wong,23,6G9Fk5r3RJUQSpsZWh6g6B,2414,art pop|deconstructed club|fourth world|new isolationism|outsider house|sound art|uk experimental electronic
215,Nothing,49,60mqEPQp1eNjuwt1Z4yL4J,71374,american shoegaze|dreamgaze|indie punk|nu gaze|philly indie|shoegaze
216,The Smashing Pumpkins,76,40Yq4vzPs9VNUrIBG5Jr2i,3303774,alternative metal|alternative rock|grunge|permanent wave|pop rock|rock
217,Rob Mazurek,24,7uWd7df9GwjSZqo1cVF7Qs,2922,free improvisation|free jazz|indie jazz
217,Exploding Star Orchestra,22,40u4eoB8qj551Cquf3zlEe,1500,experimental jazz
219,Fatima Yamaha,50,7eZRt08LoDy0nfIS6OwyMP,77490,electro house|electronica
220,FLOHIO,41,7qffELscxpltKCso3ByH67,20905,escape room|london rap
221,Cabaret Voltaire,38,2kS4yz85MaZlxp2VaS3BEe,68423,art rock|bleep techno|british experimental|british industrial|ebm|experimental|experimental rock|industrial|industrial rock|new romantic|new wave|post-punk|proto-techno|synthpop|uk post-punk
222,Il Quadro di Troisi,30,56aveFmMjth9yuDxLjUoEb,3029,
223,Coil,41,37KB5e6cGsN1AQAB9Omm1U,54719,art pop|british experimental|british industrial|dark jazz|drone|dub metal|experimental|experimental rock|industrial|new isolationism|ritual ambient|uk experimental electronic
226,Phoebe Bridgers,77,1r1uxoy19fzMxunt3ONAkG,667106,indie pop|indie rock|la indie
227,Kali Uchis,88,1U1el3k54VvEUzo3ybLPlM,1773522,colombian pop|pop
228,Shygirl,60,3M3wTTCDwicRubwMyHyEDy,77888,art pop|dance pop|electra|electropop|escape room|grimewave|hyperpop|pop
229,Megan Thee Stallion,90,181bsRPaVXVlUKXrxwZfHK,4140984,houston rap|pop|pop rap|trap queen
230,Mary J. Blige,75,1XkoF8ryArs86LZvFOkbyr,2674936,dance pop|hip pop|neo soul|r&b|urban contemporary
231,Roc Marciano,55,5X0V59ipZnbvnubW0rQVri,78465,alternative hip hop|boom bap|hardcore hip hop|hip hop|underground hip hop
233,The War On Drugs,64,6g0mn3tzAds6aVeUYRsryU,688423,indie rock|modern rock|philly indie
234,BENEE,76,0Cp8WN4V8Tu4QJQwCN5Md4,618664,alt z|nz pop|pop
235,SAINt JHN,81,0H39MdGGX6dbnnQPt6NQkZ,706342,melodic rap|pop rap|rap|slap house|trap
236,Ilsa,17,4Qzri61okdEqcgmvlTYDgo,4147,post-doom metal
238,Badge Époque Ensemble,28,08E0CO6MC1ykoQP5VQt4hL,2881,canadian psychedelic rock|neo-psychedelic
240,Babeheaven,49,0RlWCq8bq0lJgR6ZTvcqjQ,23986,british soul|vapor soul
241,David Nance,18,7p4c2nwJAhBa8pV0tvBRr9,1649,omaha indie
242,King Von,81,6QtgPSJPSzcnn7dPZ4VINp,1001708,chicago rap
243,Emily A. Sprague,34,3GeWutjuNRg9uRqiIejRT9,8632,ambient|art pop|drone|electra|experimental ambient|experimental synth|fourth world|modular synth
244,Told Slant,35,2LvmjTEfcfDrTWtwUKvdq3,19060,bubblegrunge|indie rock|lo-fi emo|lo-fi indie|small room
245,Cakes da Killa,42,6MoQZOH2KnQrJhVtO9VoXC,37818,escape room|jersey club|lgbtq+ hip hop|nyc rap|vogue
245,Proper Villains,36,2mVUdPq7evlUNzq2rYys8S,1467,
246,TV Freaks,12,28EnS60yPa1fIoMRtvl4uv,951,canadian hardcore|hamilton on indie
247,Soul Glo,29,0mWrp0C4ShdOjs7P29Gzan,7941,scream rap
249,M. Geddes Gengras,18,1yynxE9ZHgH6wlL6yxlRqG,3444,abstractro|experimental ambient|experimental synth|la indie|modular synth
250,$NOT,79,5IbEL2xjRtKsunfmsahLuO,620945,florida rap|underground hip hop|vapor trap
251,Future,91,1RyvyyTE3xzB2ZywiAwp0i,10180151,atl hip hop|pop rap|rap|southern hip hop|trap
251,Lil Uzi Vert,91,4O15NlyKLIASxsJ0PrXPfz,11353431,melodic rap|philly rap|rap|trap
252,Pa Salieu,59,290nCNEce1y6rfoJiO2rK7,47002,afroswing|uk alternative hip hop|uk hip hop
253,Molchat Doma,68,1nVq0hKIVReeaiB3xJgKf0,482259,belarusian indie|russian post-punk|sovietwave
254,Carl Stone,27,5tRMYUL8PeJlM9hd6pqCPU,6021,avant-garde|drone|experimental|fourth world|glitch|lowercase|sound art
255,Ana Roxanne,43,2fSBHYgZUSIQPolv5skG5I,16533,ambient|art pop|drone|experimental electronic|experimental pop|fourth world|freak folk|outsider house
257,A.k.Adrix,13,7q1nY63lVBPXNuKJ7Igkjs,558,portuguese experimental
258,ericdoa,59,4hR6Bm9YYtktXzjmKhb1Cn,21200,emo rap|glitchcore|hyperpop
260,Aesop Rock,63,2fSaE6BXtQy0x7R7v9IOmZ,342867,abstract hip hop|alternative hip hop|conscious hip hop|escape room|hip hop
